timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
7.21447E+12,-0.21321106,0.046218872,9.640625,0.001998901,-7.02E-04,-3.66E-04,-17.120361,21.598816,-47.1344
7.21448E+12,-0.22070313,0.048812866,9.6094055,0.001022339,-5.19E-04,-8.39E-04,-17.120361,21.598816,-47.1344
7.21448E+12,-0.23310852,0.065093994,9.61348,3.66E-04,-0.001098633,-0.001434326,-16.673279,22.045898,-48.15216
7.21449E+12,-0.22561646,0.0715332,9.639633,3.81E-04,-5.65E-04,-0.001968384,-16.673279,22.045898,-48.15216
7.21449E+12,-0.2164154,0.07817078,9.627365,4.12E-04,-3.05E-05,-0.001937866,-16.673279,22.045898,-48.15216
7.2145E+12,-0.20129395,0.05154419,9.633789,9.31E-04,-3.05E-05,-0.001434326,-16.673279,22.045898,-48.15216
7.2145E+12,-0.21156311,0.06892395,9.649994,0.001495361,-6.10E-04,-8.54E-04,-15.686035,21.50116,-48.007202
7.21451E+12,-0.2259674,0.09043884,9.646088,0.001358032,-0.001098633,-9.92E-04,-15.686035,21.50116,-48.007202
7.21451E+12,-0.20611572,0.052581787,9.61525,2.59E-04,-0.001098633,-0.001434326,-15.686035,21.50116,-48.007202
7.21452E+12,-0.22351074,0.040893555,9.6132965,-1.37E-04,-0.001098633,-7.48E-04,-15.686035,21.50116,-48.007202
7.21452E+12,-0.20750427,0.06918335,9.606812,-0.001571655,-0.001098633,-3.66E-04,-15.574646,21.427917,-47.972107
7.21453E+12,-0.20655823,0.07319641,9.620239,-2.44E-04,-0.001785278,-3.66E-04,-15.574646,21.427917,-47.972107
7.21453E+12,-0.23501587,0.05821228,9.612549,0.001647949,-0.00289917,-3.66E-04,-15.574646,21.427917,-47.972107
7.21454E+12,-0.20475769,0.086868286,9.580948,0.001998901,-0.003234863,-0.001144409,-15.574646,21.427917,-47.972107
7.21454E+12,-0.24853516,0.0879364,9.587769,0.002807617,-0.003234863,-6.10E-04,-17.350769,22.233582,-48.129272
7.21455E+12,-0.23731995,0.07197571,9.549881,0.00138855,-0.002410889,-3.66E-04,-17.350769,22.233582,-48.129272
7.21455E+12,-0.22891235,0.052215576,9.588959,0.001785278,-0.002166748,-0.001220703,-17.350769,22.233582,-48.129272
7.21456E+12,-0.24034119,0.04727173,9.643753,0.001174927,-0.002166748,-0.002243042,-17.350769,22.233582,-48.129272
7.21456E+12,-0.23434448,0.06590271,9.632782,9.31E-04,-0.001281738,-7.02E-04,-17.29889,22.450256,-48.945618
7.21457E+12,-0.22241211,0.04083252,9.702835,9.31E-04,-0.002029419,5.65E-04,-17.29889,22.450256,-48.945618
7.21457E+12,-0.23654175,0.07058716,9.597092,0.001876831,-0.002166748,7.02E-04,-17.29889,22.450256,-48.945618
7.21458E+12,-0.19741821,0.07119751,9.607376,0.00100708,-0.002166748,-2.75E-04,-17.29889,22.450256,-48.945618
7.21458E+12,-0.22879028,0.028869629,9.621231,-9.16E-05,-0.002166748,-0.002380371,-17.29126,22.457886,-48.97766
7.21459E+12,-0.2000122,0.030548096,9.637039,8.09E-04,-0.002166748,-0.002502441,-17.29126,22.457886,-48.97766
7.21459E+12,-0.24433899,0.06666565,9.629196,9.31E-04,-0.003234863,-0.002502441,-17.29126,22.457886,-48.97766
7.2146E+12,-0.1905365,0.09248352,9.570953,0.001983643,-0.003234863,-0.002502441,-17.29126,22.457886,-48.97766
7.2146E+12,-0.19799805,0.03149414,9.700989,9.61E-04,-0.002136231,-0.002410889,-17.29126,22.457886,-48.97766
7.21461E+12,-0.2061615,0.045074463,9.6228485,0.001998901,-0.001174927,-3.66E-04,-17.29126,22.457886,-48.97766
7.21461E+12,-0.19900513,0.047424316,9.622543,0.001907349,-0.002166748,-3.66E-04,-17.29126,22.457886,-48.97766
7.21462E+12,-0.24221802,0.05543518,9.605881,9.31E-04,-0.002212524,-3.97E-04,-15.423584,21.264648,-47.47467
7.21462E+12,-0.22174072,0.07450867,9.575058,0.001068115,-0.003234863,-0.001434326,-15.423584,21.264648,-47.47467
7.21463E+12,-0.20956421,0.055252075,9.670364,0.001663208,-0.003082275,-0.00126648,-15.423584,21.264648,-47.47467
7.21463E+12,-0.20878601,0.0657959,9.642349,4.58E-05,-0.001983643,-5.49E-04,-15.423584,21.264648,-47.47467
7.21464E+12,-0.24154663,0.088531494,9.641037,9.31E-04,-0.001098633,-0.001434326,-17.463684,22.285461,-48.139954
7.21464E+12,-0.23149109,0.06271362,9.565155,0.001144409,-8.85E-04,-0.001434326,-17.463684,22.285461,-48.139954
